epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,336357,1.32483,0.67275,0.7849,0.85519,0.81912,0.87218,0.54295,1.14657,0.57248,0.77313,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,338395,1.32055,0.67143,0.78523,0.85569,0.81866,0.87223,0.54316,1.14612,0.57186,0.77313,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,340575,1.31935,0.67004,0.78494,0.85611,0.81878,0.8723,0.54348,1.14542,0.57189,0.77303,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,342939,1.32337,0.67001,0.78414,0.85643,0.81879,0.87254,0.54375,1.1451,0.57117,0.77297,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,345478,1.32565,0.67146,0.78439,0.85687,0.81867,0.8727,0.54403,1.14467,0.57092,0.77296,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,347805,1.32141,0.67016,0.78418,0.8565,0.81879,0.87278,0.54419,1.14415,0.56986,0.77293,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,350190,1.31729,0.6667,0.78458,0.85621,0.8198,0.87315,0.54453,1.14379,0.56958,0.77288,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,352558,1.32149,0.66849,0.78397,0.85574,0.82053,0.87333,0.54471,1.14358,0.56931,0.77287,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,354935,1.31735,0.66577,0.78442,0.8554,0.82114,0.87374,0.54502,1.14318,0.56919,0.7728,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,357332,1.31555,0.66609,0.78459,0.85528,0.82127,0.87399,0.54523,1.14304,0.56901,0.77276,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,359655,1.3131,0.66316,0.78379,0.85585,0.82069,0.87409,0.54555,1.1424,0.56829,0.77273,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,362000,1.31555,0.66401,0.78401,0.85651,0.82038,0.87404,0.54581,1.14204,0.56789,0.77266,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,364351,1.31013,0.66078,0.78367,0.85673,0.82063,0.87426,0.54616,1.14128,0.56734,0.77262,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,366750,1.31067,0.66125,0.783,0.85714,0.82046,0.87433,0.54639,1.14102,0.56685,0.77259,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,369111,1.31121,0.66026,0.78414,0.85804,0.81995,0.87452,0.54653,1.14044,0.5659,0.77251,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,371526,1.31332,0.66181,0.78324,0.85802,0.82056,0.87495,0.54673,1.1401,0.56561,0.77246,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,374110,1.30925,0.65747,0.7828,0.85854,0.82019,0.87513,0.5472,1.13967,0.56511,0.77243,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,376597,1.3094,0.65881,0.78306,0.85923,0.82033,0.87555,0.54743,1.13951,0.56482,0.7724,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,378981,1.3069,0.65485,0.78296,0.859,0.8211,0.87573,0.54755,1.13916,0.56396,0.77236,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,381609,1.305,0.65563,0.78351,0.85923,0.82136,0.87595,0.54788,1.13847,0.56326,0.77235,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,384309,1.30341,0.65433,0.78298,0.85949,0.8212,0.87633,0.54816,1.13778,0.56286,0.77232,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,386879,1.29965,0.65211,0.78331,0.85912,0.82203,0.87659,0.54849,1.13752,0.56233,0.77226,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,389542,1.3023,0.65155,0.78241,0.85847,0.82296,0.87675,0.54871,1.13708,0.56221,0.77222,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,392285,1.29795,0.65076,0.7823,0.85844,0.8232,0.87706,0.5491,1.13646,0.56166,0.77218,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,395045,1.30147,0.65148,0.78245,0.85872,0.82296,0.87728,0.54936,1.13586,0.56122,0.77212,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,397738,1.29672,0.64945,0.78218,0.85885,0.8235,0.8774,0.54955,1.1355,0.5613,0.77209,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,400196,1.29535,0.64822,0.78215,0.85819,0.82431,0.87761,0.54987,1.13525,0.56096,0.77203,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,402644,1.29337,0.64574,0.78264,0.85788,0.825,0.8779,0.55013,1.13503,0.56076,0.772,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,405189,1.2934,0.64558,0.78203,0.85845,0.82466,0.87814,0.55039,1.13453,0.56052,0.77195,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,407527,1.29002,0.645,0.78104,0.85881,0.82475,0.87824,0.55064,1.1341,0.55982,0.7719,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,409866,1.2895,0.6426,0.78087,0.85959,0.82458,0.87847,0.55082,1.13413,0.55935,0.77184,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,412255,1.28918,0.64057,0.78155,0.8599,0.82424,0.87875,0.55127,1.13401,0.55932,0.7718,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,414647,1.28731,0.64003,0.78147,0.86033,0.82419,0.87881,0.55159,1.13371,0.55906,0.77174,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,417269,1.28405,0.63775,0.78054,0.86011,0.82505,0.87927,0.552,1.13311,0.55846,0.77173,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,420079,1.28237,0.63766,0.78056,0.86077,0.8251,0.87955,0.55235,1.13244,0.55771,0.77173,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,422754,1.27765,0.63446,0.78083,0.86142,0.82467,0.87955,0.55245,1.13214,0.55784,0.7717,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,425416,1.2809,0.6339,0.7809,0.86126,0.82511,0.87967,0.55278,1.1317,0.55705,0.7717,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,427987,1.28174,0.63379,0.7804,0.86023,0.8263,0.87996,0.55302,1.13157,0.5565,0.77166,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,430414,1.28034,0.63226,0.78041,0.86021,0.82653,0.88024,0.55343,1.13104,0.55559,0.77159,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,433064,1.27771,0.63162,0.77964,0.86097,0.82616,0.88049,0.55384,1.13059,0.55532,0.77156,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,435733,1.27216,0.62619,0.78029,0.86211,0.82529,0.88071,0.55419,1.13024,0.55477,0.77157,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,438236,1.27102,0.62667,0.78006,0.862,0.82585,0.881,0.55454,1.1299,0.55479,0.77151,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,440771,1.2692,0.6248,0.77985,0.86176,0.82665,0.8814,0.55502,1.12908,0.55421,0.77145,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,443209,1.26451,0.62123,0.77929,0.86251,0.82615,0.88162,0.55546,1.12865,0.55386,0.77141,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,445685,1.26454,0.62066,0.78013,0.86259,0.82671,0.8819,0.55569,1.12837,0.55372,0.77137,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,448436,1.26451,0.61877,0.77898,0.86256,0.82692,0.88204,0.556,1.12828,0.55348,0.77133,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,451294,1.26125,0.6185,0.77868,0.86272,0.82724,0.88226,0.55645,1.12782,0.55305,0.77129,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,454008,1.25549,0.61297,0.77954,0.86284,0.82712,0.88243,0.55675,1.12726,0.55226,0.77126,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,456695,1.25354,0.61242,0.77927,0.86346,0.82723,0.88282,0.55709,1.12694,0.55226,0.77121,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,459365,1.2499,0.61008,0.7782,0.86282,0.82723,0.88286,0.55735,1.12679,0.55226,0.77119,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,461933,1.25077,0.60925,0.77815,0.86287,0.82785,0.88314,0.55763,1.12632,0.55171,0.77113,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,464386,1.24953,0.60608,0.77754,0.86311,0.82812,0.88334,0.5581,1.12581,0.55128,0.77111,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,466695,1.24524,0.60353,0.77751,0.863,0.82861,0.88367,0.55858,1.12533,0.55093,0.77109,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,469134,1.23873,0.60022,0.77721,0.86299,0.82904,0.88388,0.55903,1.12501,0.55063,0.77107,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,471683,1.24097,0.59979,0.77732,0.86395,0.82866,0.88433,0.55953,1.12471,0.55048,0.77104,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,474014,1.23628,0.5966,0.77644,0.86411,0.82862,0.8846,0.55999,1.12418,0.55033,0.77097,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,476623,1.23179,0.59294,0.77612,0.86426,0.82837,0.88469,0.5602,1.12397,0.5499,0.77089,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,478948,1.18417,0.56788,0.78642,0.86411,0.82895,0.88485,0.56049,1.12402,0.54955,0.77087,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,481091,1.17413,0.56136,0.78634,0.86432,0.82892,0.88489,0.56072,1.1241,0.54956,0.77087,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,483519,1.17436,0.56033,0.78514,0.86459,0.82911,0.88514,0.56101,1.12441,0.54947,0.77085,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,485963,1.16472,0.5535,0.78512,0.86542,0.82891,0.88538,0.56118,1.12442,0.54947,0.77086,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,488454,1.15358,0.54676,0.78458,0.86588,0.82871,0.88574,0.56155,1.12414,0.54897,0.77087,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,490912,1.15262,0.54326,0.78353,0.86565,0.82907,0.886,0.56175,1.12463,0.54898,0.77091,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,493312,1.14574,0.53855,0.78258,0.86538,0.82899,0.886,0.56193,1.12514,0.54915,0.77093,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,495619,1.13636,0.53231,0.78224,0.86512,0.82946,0.88604,0.562,1.12567,0.54887,0.77097,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,498204,1.13045,0.52782,0.7817,0.86502,0.82951,0.88605,0.56208,1.12622,0.5491,0.77098,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,500553,1.1207,0.52291,0.78082,0.86541,0.82912,0.88608,0.5623,1.12647,0.54919,0.771,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
